id,nct_id,ctgov_group_code,result_type,title,description,outcome_id
325027264,NCT00407420,OG000,Outcome,Mandometer,"Active intervention - one meal eaten per day off Mandometer

mandometer

Mandometer: A computerised device, Mandometer, providing real time feedback to participants during meals to slow down speed of eating and reduce total intake; standard lifestyle modification therapy.",103527595.0
325027265,NCT00407420,OG001,Outcome,Control,Nutritional and activity advice alone,103527595.0
325027266,NCT00407420,OG000,Outcome,Allocated to Mandometer Group (54),Received Mandometer therapy and lifestyle advice.,103527596.0
325027267,NCT00407420,OG001,Outcome,Control Arm (52),Received lifestyle advice alone,103527596.0
325027268,NCT00407420,OG000,Outcome,Allocated to Mandometer Group (54),Received Mandometer therapy and lifestyle advice.,103527597.0
325027269,NCT00407420,OG001,Outcome,Control Arm (52),Received lifestyle advice alone,103527597.0
325027270,NCT00407420,OG000,Outcome,Allocated to Mandometer Group (54),Received Mandometer therapy and lifestyle advice.,103527598.0
325027271,NCT00407420,OG001,Outcome,Control Arm (52),Received lifestyle advice alone,103527598.0
325027272,NCT02096471,OG000,Outcome,Agent PD-0325901,"The primary aim of the study will be to assess quantitative radiographic response in a target lesion. Subjects will receive PD-0325901 by mouth on a bid dosing schedule of 2 mg/m2/dose with a maximum dose of 4 mg bid. Each course is 4 weeks duration, and subjects will receive drug on a 3 week on/1 week off schedule. Subjects may receive additional courses beyond course 8 only if there is at least 15% reduction in volume of the target tumor. Subjects who have a 20% or greater reduction in target tumor volume at the end of 12 courses can continue on therapy for up to an additional year (maximum of 24 total courses). However, subjects who do not achieve at least 15% reduction in volume of the target tumor after 8 courses (\~8 months) will be considered treatment failures and taken off study.

PD-0325901",103527599.0
325027273,NCT02096471,OG000,Outcome,Agent PD-0325901,"The primary aim of the study will be to assess quantitative radiographic response in a target lesion. Subjects will receive PD-0325901 by mouth on a bid dosing schedule of 2 mg/m2/dose with a maximum dose of 4 mg bid. Each course is 4 weeks duration, and subjects will receive drug on a 3 week on/1 week off schedule. Subjects may receive additional courses beyond course 8 only if there is at least 15% reduction in volume of the target tumor. Subjects who have a 20% or greater reduction in target tumor volume at the end of 12 courses can continue on therapy for up to an additional year (maximum of 24 total courses). However, subjects who do not achieve at least 15% reduction in volume of the target tumor after 8 courses (\~8 months) will be considered treatment failures and taken off study.

PD-0325901",103527600.0
324230746,NCT00838110,OG000,Outcome,Dimebon (Cohort 1),"Dimebon (latrepirdine) 10 milligram (mg) tablet orally three times a day for 1 week (titration period), followed by dimebon (latrepirdine) 20 mg tablet orally three times a day up to Week 26.",103287127.0
324230747,NCT00838110,OG001,Outcome,Placebo (Cohort 1),"Placebo tablet matched to 10 mg of dimebon (latrepirdine) tablet orally three times a day for 1 week (titration period), followed by placebo tablet matched to 20 mg dimebon (latrepirdine) tablet orally three times a day up to Week 26.",103287127.0
324230748,NCT00838110,OG000,Outcome,Dimebon (Cohort 2),"Dimebon (latrepirdine) 10 milligram (mg) tablet orally three times a day for 1 week (titration period), followed by dimebon (latrepirdine) 20 mg tablet orally three times a day up to Week 12.",103287128.0
325027274,NCT02096471,OG000,Outcome,Agent PD-0325901,"The primary aim of the study will be to assess quantitative radiographic response in a target lesion. Subjects will receive PD-0325901 by mouth on a bid dosing schedule of 2 mg/m2/dose with a maximum dose of 4 mg bid. Each course is 4 weeks duration, and subjects will receive drug on a 3 week on/1 week off schedule. Subjects may receive additional courses beyond course 8 only if there is at least 15% reduction in volume of the target tumor. Subjects who have a 20% or greater reduction in target tumor volume at the end of 12 courses can continue on therapy for up to an additional year (maximum of 24 total courses). However, subjects who do not achieve at least 15% reduction in volume of the target tumor after 8 courses (\~8 months) will be considered treatment failures and taken off study.

PD-0325901",103527601.0
325027275,NCT02096471,OG000,Outcome,Agent PD-0325901,"The primary aim of the study will be to assess quantitative radiographic response in a target lesion. Subjects will receive PD-0325901 by mouth on a bid dosing schedule of 2 mg/m2/dose with a maximum dose of 4 mg bid. Each course is 4 weeks duration, and subjects will receive drug on a 3 week on/1 week off schedule. Subjects may receive additional courses beyond course 8 only if there is at least 15% reduction in volume of the target tumor. Subjects who have a 20% or greater reduction in target tumor volume at the end of 12 courses can continue on therapy for up to an additional year (maximum of 24 total courses). However, subjects who do not achieve at least 15% reduction in volume of the target tumor after 8 courses (\~8 months) will be considered treatment failures and taken off study.

PD-0325901",103527602.0
324230749,NCT00838110,OG001,Outcome,Placebo (Cohort 2),"Placebo tablet matched to 10 mg of dimebon (latrepirdine) tablet orally three times a day for 1 week (titration period), followed by placebo tablet matched to 20 mg dimebon (latrepirdine) tablet orally three times a day up to Week 12.",103287128.0
324230750,NCT00838110,OG000,Outcome,Dimebon (Cohort 1),"Dimebon (latrepirdine) 10 milligram (mg) tablet orally three times a day for 1 week (titration period), followed by dimebon (latrepirdine) 20 mg tablet orally three times a day up to Week 26.",103287129.0
324230751,NCT00838110,OG001,Outcome,Placebo (Cohort 1),"Placebo tablet matched to 10 mg of dimebon (latrepirdine) tablet orally three times a day for 1 week (titration period), followed by placebo tablet matched to 20 mg dimebon (latrepirdine) tablet orally three times a day up to Week 26.",103287129.0
324230752,NCT00838110,OG000,Outcome,Dimebon (Cohort 2),"Dimebon (latrepirdine) 10 mg tablet orally three times a day for 1 week (titration period), followed by dimebon (latrepirdine) 20 mg tablet orally three times a day up to Week 12.",103287130.0
325027276,NCT02096471,OG000,Outcome,Agent PD-0325901,"The primary aim of the study will be to assess quantitative radiographic response in a target lesion. Subjects will receive PD-0325901 by mouth on a bid dosing schedule of 2 mg/m2/dose with a maximum dose of 4 mg bid. Each course is 4 weeks duration, and subjects will receive drug on a 3 week on/1 week off schedule. Subjects may receive additional courses beyond course 8 only if there is at least 15% reduction in volume of the target tumor. Subjects who have a 20% or greater reduction in target tumor volume at the end of 12 courses can continue on therapy for up to an additional year (maximum of 24 total courses). However, subjects who do not achieve at least 15% reduction in volume of the target tumor after 8 courses (\~8 months) will be considered treatment failures and taken off study.

PD-0325901",103527603.0
325027277,NCT02096471,OG000,Outcome,Agent PD-0325901,"The primary aim of the study will be to assess quantitative radiographic response in a target lesion. Subjects will receive PD-0325901 by mouth on a bid dosing schedule of 2 mg/m2/dose with a maximum dose of 4 mg bid. Each course is 4 weeks duration, and subjects will receive drug on a 3 week on/1 week off schedule. Subjects may receive additional courses beyond course 8 only if there is at least 15% reduction in volume of the target tumor. Subjects who have a 20% or greater reduction in target tumor volume at the end of 12 courses can continue on therapy for up to an additional year (maximum of 24 total courses). However, subjects who do not achieve at least 15% reduction in volume of the target tumor after 8 courses (\~8 months) will be considered treatment failures and taken off study.

PD-0325901",103527604.0
325042882,NCT03524664,OG001,Outcome,"""Tuning in to Kids"" Intervention","Children with fetal alcohol spectrum disorder and their parents

Tuning In to kids intervention: The Tuning Into Kids Program involves:

* Meeting in a small group with other caregivers raising children with FASD.
* 8-week program that meets weekly for 2 hours at Mt. Hope Family Center or other community location, or virtually (during COVID-19 pandemic).
* Learn and practice an approach of responding to children's emotions and behavior.",103532053.0
324230753,NCT00838110,OG001,Outcome,Placebo (Cohort 2),"Placebo tablet matched to 10 mg of dimebon (latrepirdine) tablet orally three times a day for 1 week (titration period), followed by placebo tablet matched to 20 mg dimebon (latrepirdine) tablet orally three times a day up to Week 12.",103287130.0
324230754,NCT01003899,OG000,Outcome,Afatinib 40 mg,"Afatinib 40 mg film coated tablets where administered on continuous daily dosing until progression, unacceptable adverse events or other reasons necessitating withdrawal",103287131.0
324230755,NCT01003899,OG000,Outcome,Afatinib 40 mg,"Afatinib 40 mg film coated tablets where administered on continuous daily dosing until progression, unacceptable adverse events or other reasons necessitating withdrawal",103287132.0
324230756,NCT01003899,OG000,Outcome,Afatinib 40 mg,"Afatinib 40 mg film coated tablets where administered on continuous daily dosing until progression, unacceptable adverse events or other reasons necessitating withdrawal",103287133.0
324230757,NCT01003899,OG000,Outcome,Afatinib 40 mg,"Afatinib 40 mg film coated tablets where administered on continuous daily dosing until progression, unacceptable adverse events or other reasons necessitating withdrawal",103287134.0
324230758,NCT01003899,OG000,Outcome,Afatinib 40 mg,"Afatinib 40 mg film coated tablets where administered on continuous daily dosing until progression, unacceptable adverse events or other reasons necessitating withdrawal",103287135.0
324230759,NCT01003899,OG000,Outcome,Afatinib 40 mg,"Afatinib 40 mg film coated tablets where administered on continuous daily dosing until progression, unacceptable adverse events or other reasons necessitating withdrawal",103287136.0
324230760,NCT01262651,OG000,Outcome,Nabiximols,"Nabiximols was self-administered by participants as a 100 μL oromucosal spray in the morning and evening, up to a maximum of 10 sprays per day, for 5 weeks. Nabiximols oromucosal spray contained THC (27 mg/mL):CBD (25 mg/mL), in ethanol:propylene glycol (50:50) excipients, with peppermint oil (0.05%) flavoring. Each 100 μL actuation delivered 2.7 mg THC and 2.5 mg CBD.",103287137.0
324230761,NCT01262651,OG001,Outcome,Placebo (GA-0034),"Placebo was self-administered by participants as a 100 μL oromucosal spray in the morning and evening, up to a maximum of 10 sprays per day, for 5 weeks. Placebo oromucosal spray contained ethanol:propylene glycol (50:50) excipients, with peppermint oil (0.05%) flavoring and colorings.",103287137.0
324230762,NCT01262651,OG000,Outcome,Nabiximols,"Nabiximols was self-administered by participants as a 100 μL oromucosal spray in the morning and evening, up to a maximum of 10 sprays per day, for 5 weeks. Nabiximols oromucosal spray contained THC (27 mg/mL):CBD (25 mg/mL), in ethanol:propylene glycol (50:50) excipients, with peppermint oil (0.05%) flavoring. Each 100 μL actuation delivered 2.7 mg THC and 2.5 mg CBD.",103287138.0
324628297,NCT02263040,OG000,Outcome,High Dose Fluzone,"Fluzone High-Dose® Licensed for use in the USA in persons ≥ 65 years of age as a single dose of 0.5mL containing 60μg HA per virus strain

Fluzone High-Dose: Influenza vaccine

Either 2014/15 OR 2015/16",103409112.0
325027278,NCT02096471,OG000,Outcome,Agent PD-0325901,"The primary aim of the study will be to assess quantitative radiographic response in a target lesion. Subjects will receive PD-0325901 by mouth on a bid dosing schedule of 2 mg/m2/dose with a maximum dose of 4 mg bid. Each course is 4 weeks duration, and subjects will receive drug on a 3 week on/1 week off schedule. Subjects may receive additional courses beyond course 8 only if there is at least 15% reduction in volume of the target tumor. Subjects who have a 20% or greater reduction in target tumor volume at the end of 12 courses can continue on therapy for up to an additional year (maximum of 24 total courses). However, subjects who do not achieve at least 15% reduction in volume of the target tumor after 8 courses (\~8 months) will be considered treatment failures and taken off study.

PD-0325901",103527605.0
324230763,NCT01262651,OG001,Outcome,Placebo (GA-0034),"Placebo was self-administered by participants as a 100 μL oromucosal spray in the morning and evening, up to a maximum of 10 sprays per day, for 5 weeks. Placebo oromucosal spray contained ethanol:propylene glycol (50:50) excipients, with peppermint oil (0.05%) flavoring and colorings.",103287138.0
324230764,NCT01262651,OG000,Outcome,Nabiximols,"Nabiximols was self-administered by participants as a 100 μL oromucosal spray in the morning and evening, up to a maximum of 10 sprays per day, for 5 weeks. Nabiximols oromucosal spray contained THC (27 mg/mL):CBD (25 mg/mL), in ethanol:propylene glycol (50:50) excipients, with peppermint oil (0.05%) flavoring. Each 100 μL actuation delivered 2.7 mg THC and 2.5 mg CBD.",103287139.0
325027279,NCT02096471,OG000,Outcome,Agent PD-0325901,"The primary aim of the study will be to assess quantitative radiographic response in a target lesion. Subjects will receive PD-0325901 by mouth on a bid dosing schedule of 2 mg/m2/dose with a maximum dose of 4 mg bid. Each course is 4 weeks duration, and subjects will receive drug on a 3 week on/1 week off schedule. Subjects may receive additional courses beyond course 8 only if there is at least 15% reduction in volume of the target tumor. Subjects who have a 20% or greater reduction in target tumor volume at the end of 12 courses can continue on therapy for up to an additional year (maximum of 24 total courses). However, subjects who do not achieve at least 15% reduction in volume of the target tumor after 8 courses (\~8 months) will be considered treatment failures and taken off study.

PD-0325901",103527606.0
325027280,NCT01635244,OG000,Outcome,Freestyle,"Aortic valve replacement will be performed with a Freestyle stentless aortic bioprosthesis (Medtronic Cardiovascular; Minneapolis, MN).

Aortic valve replacement: Clinically indicated aortic valve replacement will be performed using one of three approved tissue valves (Freestyle, Magna Ease, or Trifecta).",103527607.0
325027281,NCT01635244,OG001,Outcome,Magna Ease,"Aortic valve replacement will be performed with a Magna Ease aortic bioprosthesis (Edwards Lifesciences; Irvine, CA).

Aortic valve replacement: Clinically indicated aortic valve replacement will be performed using one of three approved tissue valves (Freestyle, Magna Ease, or Trifecta).",103527607.0
325027282,NCT01635244,OG002,Outcome,Trifecta,"Aortic valve replacement will be performed with a Trifecta aortic bioprosthesis (St. Jude Medical; St. Paul, MN).

Aortic valve replacement: Clinically indicated aortic valve replacement will be performed using one of three approved tissue valves (Freestyle, Magna Ease, or Trifecta).",103527607.0
325424026,NCT02920008,OG000,Outcome,Guadecitabine,"Guadecitabine was administered SC at a dose of 60 mg/m\^2 for 10 days on Days 1-5 and Days 8-12 or on Days 1-10 in the first cycle. Second cycle was 60 mg/m\^2 for either 10 days (Days 1-5 and 8-12 or Days 1-10) or 5 days (Days 1-5 only) based on assessment of disease response, and hematological recovery by end of Cycle 1. For Cycles ≥3, guadecitabine, 60 mg/m\^2 was given for 5 days only (Days 1-5). Each cycle = 28 days.",103647940.0
324230765,NCT01262651,OG001,Outcome,Placebo (GA-0034),"Placebo was self-administered by participants as a 100 μL oromucosal spray in the morning and evening, up to a maximum of 10 sprays per day, for 5 weeks. Placebo oromucosal spray contained ethanol:propylene glycol (50:50) excipients, with peppermint oil (0.05%) flavoring and colorings.",103287139.0
325027283,NCT01610414,OG000,Outcome,GSK1437173A Group,"Subjects received 2 doses of the candidate HZ vaccine GSK1437173A, administered intramuscularly (IM) in deltoid region of the non-dominant arm, according to a 0, 1-2-Months schedule.",103527608.0
325027284,NCT01610414,OG001,Outcome,Placebo Group,"Subjects received 2 doses of placebo (saline solution), administered intramuscularly (IM) in deltoid region of the non-dominant arm, according to a 0, 1-2-Months schedule.",103527608.0
325027285,NCT01610414,OG000,Outcome,GSK1437173A Group,"Subjects received 2 doses of the candidate HZ vaccine GSK1437173A, administered intramuscularly (IM) in deltoid region of the non-dominant arm, according to a 0, 1-2-Months schedule.",103527609.0
325027286,NCT01610414,OG001,Outcome,Placebo Group,"Subjects received 2 doses of placebo (saline solution), administered intramuscularly (IM) in deltoid region of the non-dominant arm, according to a 0, 1-2-Months schedule.",103527609.0
325027287,NCT01610414,OG000,Outcome,GSK1437173A Group,"Subjects received 2 doses of the candidate HZ vaccine GSK1437173A, administered intramuscularly (IM) in deltoid region of the non-dominant arm, according to a 0, 1-2-Months schedule.",103527610.0
325027288,NCT01610414,OG001,Outcome,Placebo Group,"Subjects received 2 doses of placebo (saline solution), administered intramuscularly (IM) in deltoid region of the non-dominant arm, according to a 0, 1-2-Months schedule.",103527610.0
325027289,NCT01610414,OG000,Outcome,GSK1437173A Group,"Subjects received 2 doses of the candidate HZ vaccine GSK1437173A, administered intramuscularly (IM) in deltoid region of the non-dominant arm, according to a 0, 1-2-Months schedule.",103527611.0
325027290,NCT01610414,OG001,Outcome,Placebo Group,"Subjects received 2 doses of placebo (saline solution), administered intramuscularly (IM) in deltoid region of the non-dominant arm, according to a 0, 1-2-Months schedule.",103527611.0
325424027,NCT02920008,OG001,Outcome,Treatment Choice (TC),"Intermediate or HiDAC, MEC, and FLAG/FLAG-Ida, LDAC, decitabine, azacitidine, or BSC was administered only. High intensity: Intermediate or HiDAC, recommended as 1-1.5 g/m\^2 every 12 hours or up to 6 g/m\^2/day for ≤6 days, maximum 36 g/m\^2 per cycle; MEC: For example: mitoxantrone 6-12 mg/m\^2 IV (recommended 8 mg/m\^2), etoposide 80-200 mg/m\^2 IV (recommended 100 mg/m\^2), and cytarabine 1000 mg/m\^2 IV; each daily for 5 days (Days 1-5); FLAG/FLAG-Ida: For example: fludarabine 25-30 mg/m\^2 IV daily Days 1-5; cytarabine 1-2 g/m\^2 IV daily for up to 5 days (recommended to be given for 4 hours after fludarabine); G-CSF SC daily from Day 6 up to white cell count recovery with or without idarubicin 8 mg/m\^2 IV daily on Days 3 to 5. Low intensity: LDAC 20 mg SC or IV twice daily on Days 1-10; Decitabine 20 mg/m\^2 IV daily on Days 1-5; Azacitidine 75 mg/m\^2 IV or SC daily on Days 1-7. Best supportive care only.",103647940.0
324230766,NCT01262651,OG000,Outcome,Nabiximols,"Nabiximols was self-administered by participants as a 100 μL oromucosal spray in the morning and evening, up to a maximum of 10 sprays per day, for 5 weeks. Nabiximols oromucosal spray contained THC (27 mg/mL):CBD (25 mg/mL), in ethanol:propylene glycol (50:50) excipients, with peppermint oil (0.05%) flavoring. Each 100 μL actuation delivered 2.7 mg THC and 2.5 mg CBD.",103287140.0
324230767,NCT01262651,OG001,Outcome,Placebo (GA-0034),"Placebo was self-administered by participants as a 100 μL oromucosal spray in the morning and evening, up to a maximum of 10 sprays per day, for 5 weeks. Placebo oromucosal spray contained ethanol:propylene glycol (50:50) excipients, with peppermint oil (0.05%) flavoring and colorings.",103287140.0
324230768,NCT01262651,OG000,Outcome,Nabiximols,"Nabiximols was self-administered by participants as a 100 μL oromucosal spray in the morning and evening, up to a maximum of 10 sprays per day, for 5 weeks. Nabiximols oromucosal spray contained THC (27 mg/mL):CBD (25 mg/mL), in ethanol:propylene glycol (50:50) excipients, with peppermint oil (0.05%) flavoring. Each 100 μL actuation delivered 2.7 mg THC and 2.5 mg CBD.",103287141.0
324230769,NCT01262651,OG001,Outcome,Placebo (GA-0034),"Placebo was self-administered by participants as a 100 μL oromucosal spray in the morning and evening, up to a maximum of 10 sprays per day, for 5 weeks. Placebo oromucosal spray contained ethanol:propylene glycol (50:50) excipients, with peppermint oil (0.05%) flavoring and colorings.",103287141.0
324230770,NCT01262651,OG000,Outcome,Nabiximols,"Nabiximols was self-administered by participants as a 100 μL oromucosal spray in the morning and evening, up to a maximum of 10 sprays per day, for 5 weeks. Nabiximols oromucosal spray contained THC (27 mg/mL):CBD (25 mg/mL), in ethanol:propylene glycol (50:50) excipients, with peppermint oil (0.05%) flavoring. Each 100 μL actuation delivered 2.7 mg THC and 2.5 mg CBD.",103287142.0
325027291,NCT01610414,OG000,Outcome,GSK1437173A Group,"Subjects received 2 doses of the candidate HZ vaccine GSK1437173A, administered intramuscularly (IM) in deltoid region of the non-dominant arm, according to a 0, 1-2-Months schedule.",103527612.0
325027292,NCT01610414,OG001,Outcome,Placebo Group,"Subjects received 2 doses of placebo (saline solution), administered intramuscularly (IM) in deltoid region of the non-dominant arm, according to a 0, 1-2-Months schedule.",103527612.0
325424028,NCT02920008,OG000,Outcome,Guadecitabine,"Guadecitabine was administered SC at a dose of 60 mg/m\^2 for 10 days on Days 1-5 and Days 8-12 or on Days 1-10 in the first cycle. Second cycle was 60 mg/m\^2 for either 10 days (Days 1-5 and 8-12 or Days 1-10) or 5 days (Days 1-5 only) based on assessment of disease response, and hematological recovery by end of Cycle 1. For Cycles ≥3, guadecitabine, 60 mg/m\^2 was given for 5 days only (Days 1-5). Each cycle = 28 days.",103647941.0
324230771,NCT01262651,OG001,Outcome,Placebo (GA-0034),"Placebo was self-administered by participants as a 100 μL oromucosal spray in the morning and evening, up to a maximum of 10 sprays per day, for 5 weeks. Placebo oromucosal spray contained ethanol:propylene glycol (50:50) excipients, with peppermint oil (0.05%) flavoring and colorings.",103287142.0
324230772,NCT01262651,OG000,Outcome,Nabiximols,"Nabiximols was self-administered by participants as a 100 μL oromucosal spray in the morning and evening, up to a maximum of 10 sprays per day, for 5 weeks. Nabiximols oromucosal spray contained THC (27 mg/mL):CBD (25 mg/mL), in ethanol:propylene glycol (50:50) excipients, with peppermint oil (0.05%) flavoring. Each 100 μL actuation delivered 2.7 mg THC and 2.5 mg CBD.",103287143.0
324230773,NCT01262651,OG001,Outcome,Placebo (GA-0034),"Placebo was self-administered by participants as a 100 μL oromucosal spray in the morning and evening, up to a maximum of 10 sprays per day, for 5 weeks. Placebo oromucosal spray contained ethanol:propylene glycol (50:50) excipients, with peppermint oil (0.05%) flavoring and colorings.",103287143.0
323834254,NCT03210961,OG001,Outcome,PF-06826647 3 mg SAD,"During the SAD period (Period 1), healthy participants received PF-06826647 3 mg SD in fasted state.",103168324.0
323834255,NCT03210961,OG002,Outcome,PF-06826647 10 mg SAD,"During the SAD period (Period 1), healthy participants received PF-06826647 10 mg SD in fasted state.",103168324.0
325027293,NCT01610414,OG000,Outcome,GSK1437173A Group,"Subjects received 2 doses of the candidate HZ vaccine GSK1437173A, administered intramuscularly (IM) in deltoid region of the non-dominant arm, according to a 0, 1-2-Months schedule.",103527613.0
325027294,NCT01610414,OG001,Outcome,Placebo Group,"Subjects received 2 doses of placebo (saline solution), administered intramuscularly (IM) in deltoid region of the non-dominant arm, according to a 0, 1-2-Months schedule.",103527613.0
325027295,NCT01610414,OG000,Outcome,GSK1437173A Group,"Subjects received 2 doses of the candidate HZ vaccine GSK1437173A, administered intramuscularly (IM) in deltoid region of the non-dominant arm, according to a 0, 1-2-Months schedule.",103527614.0
325027296,NCT01610414,OG001,Outcome,Placebo Group,"Subjects received 2 doses of placebo (saline solution), administered intramuscularly (IM) in deltoid region of the non-dominant arm, according to a 0, 1-2-Months schedule.",103527614.0
325027297,NCT01610414,OG000,Outcome,GSK1437173A Group,"Subjects received 2 doses of the candidate HZ vaccine GSK1437173A, administered intramuscularly (IM) in deltoid region of the non-dominant arm, according to a 0, 1-2-Months schedule.",103527615.0
323834256,NCT03210961,OG003,Outcome,PF-06826647 30 mg SAD,"During the SAD period (Period 1), healthy participants received PF-06826647 30 mg SD in fasted state.",103168324.0
325027298,NCT01610414,OG001,Outcome,Placebo Group,"Subjects received 2 doses of placebo (saline solution), administered intramuscularly (IM) in deltoid region of the non-dominant arm, according to a 0, 1-2-Months schedule.",103527615.0
324230774,NCT01262651,OG000,Outcome,Nabiximols,"Nabiximols was self-administered by participants as a 100 μL oromucosal spray in the morning and evening, up to a maximum of 10 sprays per day, for 5 weeks. Nabiximols oromucosal spray contained THC (27 mg/mL):CBD (25 mg/mL), in ethanol:propylene glycol (50:50) excipients, with peppermint oil (0.05%) flavoring. Each 100 μL actuation delivered 2.7 mg THC and 2.5 mg CBD.",103287144.0
324230775,NCT01262651,OG001,Outcome,Placebo (GA-0034),"Placebo was self-administered by participants as a 100 μL oromucosal spray in the morning and evening, up to a maximum of 10 sprays per day, for 5 weeks. Placebo oromucosal spray contained ethanol:propylene glycol (50:50) excipients, with peppermint oil (0.05%) flavoring and colorings.",103287144.0
324230776,NCT01262651,OG000,Outcome,Nabiximols,"Nabiximols was self-administered by participants as a 100 μL oromucosal spray in the morning and evening, up to a maximum of 10 sprays per day, for 5 weeks. Nabiximols oromucosal spray contained THC (27 mg/mL):CBD (25 mg/mL), in ethanol:propylene glycol (50:50) excipients, with peppermint oil (0.05%) flavoring. Each 100 μL actuation delivered 2.7 mg THC and 2.5 mg CBD.",103287145.0
324230777,NCT01262651,OG001,Outcome,Placebo (GA-0034),"Placebo was self-administered by participants as a 100 μL oromucosal spray in the morning and evening, up to a maximum of 10 sprays per day, for 5 weeks. Placebo oromucosal spray contained ethanol:propylene glycol (50:50) excipients, with peppermint oil (0.05%) flavoring and colorings.",103287145.0
324230778,NCT01262651,OG000,Outcome,Nabiximols,"Nabiximols was self-administered by participants as a 100 μL oromucosal spray in the morning and evening, up to a maximum of 10 sprays per day, for 5 weeks. Nabiximols oromucosal spray contained THC (27 mg/mL):CBD (25 mg/mL), in ethanol:propylene glycol (50:50) excipients, with peppermint oil (0.05%) flavoring. Each 100 μL actuation delivered 2.7 mg THC and 2.5 mg CBD.",103287146.0
325027299,NCT01610414,OG000,Outcome,GSK1437173A Group,"Subjects received 2 doses of the candidate HZ vaccine GSK1437173A, administered intramuscularly (IM) in deltoid region of the non-dominant arm, according to a 0, 1-2-Months schedule.",103527616.0
325027300,NCT01610414,OG001,Outcome,Placebo Group,"Subjects received 2 doses of placebo (saline solution), administered intramuscularly (IM) in deltoid region of the non-dominant arm, according to a 0, 1-2-Months schedule.",103527616.0
325424029,NCT02920008,OG001,Outcome,Treatment Choice (TC),"Intermediate or HiDAC, MEC, and FLAG/FLAG-Ida, LDAC, decitabine, azacitidine, or BSC was administered only. High intensity: Intermediate or HiDAC, recommended as 1-1.5 g/m\^2 every 12 hours or up to 6 g/m\^2/day for ≤6 days, maximum 36 g/m\^2 per cycle; MEC: For example: mitoxantrone 6-12 mg/m\^2 IV (recommended 8 mg/m\^2), etoposide 80-200 mg/m\^2 IV (recommended 100 mg/m\^2), and cytarabine 1000 mg/m\^2 IV; each daily for 5 days (Days 1-5); FLAG/FLAG-Ida: For example: fludarabine 25-30 mg/m\^2 IV daily Days 1-5; cytarabine 1-2 g/m\^2 IV daily for up to 5 days (recommended to be given for 4 hours after fludarabine); G-CSF SC daily from Day 6 up to white cell count recovery with or without idarubicin 8 mg/m\^2 IV daily on Days 3 to 5. Low intensity: LDAC 20 mg SC or IV twice daily on Days 1-10; Decitabine 20 mg/m\^2 IV daily on Days 1-5; Azacitidine 75 mg/m\^2 IV or SC daily on Days 1-7. Best supportive care only.",103647941.0
324230779,NCT01262651,OG001,Outcome,Placebo (GA-0034),"Placebo was self-administered by participants as a 100 μL oromucosal spray in the morning and evening, up to a maximum of 10 sprays per day, for 5 weeks. Placebo oromucosal spray contained ethanol:propylene glycol (50:50) excipients, with peppermint oil (0.05%) flavoring and colorings.",103287146.0
324230780,NCT01262651,OG000,Outcome,Nabiximols,"Nabiximols was self-administered by participants as a 100 μL oromucosal spray in the morning and evening, up to a maximum of 10 sprays per day, for 5 weeks. Nabiximols oromucosal spray contained THC (27 mg/mL):CBD (25 mg/mL), in ethanol:propylene glycol (50:50) excipients, with peppermint oil (0.05%) flavoring. Each 100 μL actuation delivered 2.7 mg THC and 2.5 mg CBD.",103287147.0
325027301,NCT01610414,OG000,Outcome,GSK1437173A Group,"Subjects received 2 doses of the candidate HZ vaccine GSK1437173A, administered intramuscularly (IM) in deltoid region of the non-dominant arm, according to a 0, 1-2-Months schedule.",103527617.0
325027302,NCT01610414,OG001,Outcome,Placebo Group,"Subjects received 2 doses of placebo (saline solution), administered intramuscularly (IM) in deltoid region of the non-dominant arm, according to a 0, 1-2-Months schedule.",103527617.0
325424030,NCT01053663,OG000,Outcome,Oseltamivir: Age 91 to < 365 Days,"Participants aged 91 to \<365 days received oseltamivir 3 mg/kg twice daily (every 12 hours) IV over 5 or 6 days for a total of 10 doses. For participants who did not receive all 10 doses IV, treatment could be completed with oral oseltamivir suspension (twice daily). If medically necessary, participants were allowed to receive an additional 10 doses of IV or oral oseltamivir after the initial 10 doses.",103647942.0
323834257,NCT03210961,OG004,Outcome,PF-06826647 100 mg SAD,"During the SAD period (Period 1), healthy participants received PF-06826647 100 mg SD in fasted state.",103168324.0
323834258,NCT03210961,OG005,Outcome,PF-06826647 400 mg SAD,"During the SAD period (Period 1), healthy participants received PF-06826647 400 mg SD in fasted state.",103168324.0
323834259,NCT03210961,OG006,Outcome,PF-06826647 1600 mg SAD,"During the SAD period (Period 1), healthy participants received PF-06826647 1600 mg SD in fasted state.",103168324.0
325027303,NCT01610414,OG000,Outcome,GSK1437173A Group,"Subjects received 2 doses of the candidate HZ vaccine GSK1437173A, administered intramuscularly (IM) in deltoid region of the non-dominant arm, according to a 0, 1-2-Months schedule.",103527618.0
325027304,NCT01610414,OG001,Outcome,Placebo Group,"Subjects received 2 doses of placebo (saline solution), administered intramuscularly (IM) in deltoid region of the non-dominant arm, according to a 0, 1-2-Months schedule.",103527618.0
325027305,NCT01610414,OG000,Outcome,GSK1437173A Group,"Subjects received 2 doses of the candidate HZ vaccine GSK1437173A, administered intramuscularly (IM) in deltoid region of the non-dominant arm, according to a 0, 1-2-Months schedule.",103527619.0
